symbol,entry_time,exit_time,side,source,R,reason
SOLUSD,2024-07-28 02:00:00+00:00,2024-07-28 05:00:00+00:00,long,trend,-1.0936545736434071,stop
SOLUSD,2024-07-29 01:00:00+00:00,2024-07-29 01:00:00+00:00,long,trend,2.0413901094091926,tp
SOLUSD,2024-07-29 05:00:00+00:00,2024-07-29 15:00:00+00:00,short,squeeze,2.0772397523623343,tp
SOLUSD,2024-07-30 02:00:00+00:00,2024-07-30 02:00:00+00:00,long,squeeze,-1.1062141078838157,stop
SOLUSD,2024-07-30 04:00:00+00:00,2024-07-30 18:00:00+00:00,long,squeeze,-1.0997492117117156,stop
SOLUSD,2024-07-30 20:00:00+00:00,2024-07-30 21:00:00+00:00,long,squeeze,-1.1158027906976773,stop
SOLUSD,2024-07-31 15:00:00+00:00,2024-07-31 15:00:00+00:00,long,trend,-1.1280734430923407,stop
SOLUSD,2024-07-31 23:00:00+00:00,2024-08-01 01:00:00+00:00,long,squeeze,-1.0905172157279504,stop
SOLUSD,2024-08-01 18:00:00+00:00,2024-08-01 18:00:00+00:00,long,squeeze,-1.0954219819819855,stop
SOLUSD,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,long,squeeze,2.1127122630992163,tp
SOLUSD,2024-08-02 16:00:00+00:00,2024-08-02 20:00:00+00:00,short,trend,2.1294973047053434,tp
SOLUSD,2024-08-03 03:00:00+00:00,2024-08-03 16:00:00+00:00,long,squeeze,-1.0521316047652434,stop
SOLUSD,2024-08-04 19:00:00+00:00,2024-08-04 20:00:00+00:00,long,squeeze,2.1277263387978107,tp
SOLUSD,2024-08-04 23:00:00+00:00,2024-08-05 01:00:00+00:00,short,trend,2.1396744573558397,tp
SOLUSD,2024-08-05 03:00:00+00:00,2024-08-05 03:00:00+00:00,long,squeeze,-1.0393772803924577,stop
SOLUSD,2024-08-05 08:00:00+00:00,2024-08-05 12:00:00+00:00,long,squeeze,-1.0266430420711965,stop
SOLUSD,2024-08-06 19:00:00+00:00,2024-08-06 23:00:00+00:00,short,squeeze,-1.0564481554938483,stop
SOLUSD,2024-08-07 05:00:00+00:00,2024-08-07 19:00:00+00:00,short,squeeze,2.1418326291079772,tp
SOLUSD,2024-08-07 22:00:00+00:00,2024-08-08 01:00:00+00:00,long,squeeze,-1.066912414605414,stop
SOLUSD,2024-08-08 05:00:00+00:00,2024-08-08 13:00:00+00:00,short,squeeze,-1.0537367251881047,stop
SOLUSD,2024-08-08 17:00:00+00:00,2024-08-09 14:00:00+00:00,short,squeeze,2.127300831024929,tp
SOLUSD,2024-08-09 16:00:00+00:00,2024-08-09 17:00:00+00:00,long,squeeze,-1.0827149052978347,stop
SOLUSD,2024-08-10 00:00:00+00:00,2024-08-10 05:00:00+00:00,long,trend,-1.0837703784969805,stop
SOLUSD,2024-08-11 02:00:00+00:00,2024-08-11 10:00:00+00:00,long,trend,2.023839024390235,tp
SOLUSD,2024-08-11 15:00:00+00:00,2024-08-11 15:00:00+00:00,long,squeeze,-1.132810371032641,stop
SOLUSD,2024-08-11 17:00:00+00:00,2024-08-11 19:00:00+00:00,long,squeeze,-1.119259386503069,stop
SOLUSD,2024-08-12 15:00:00+00:00,2024-08-12 15:00:00+00:00,short,trend,-1.0739147335423154,stop
SOLUSD,2024-08-13 19:00:00+00:00,2024-08-14 02:00:00+00:00,short,squeeze,2.101341344195517,tp
SOLUSD,2024-08-14 13:00:00+00:00,2024-08-14 13:00:00+00:00,short,squeeze,-1.133758709677426,stop
SOLUSD,2024-08-14 18:00:00+00:00,2024-08-15 17:00:00+00:00,short,trend,-1.0906125000000007,stop
SOLUSD,2024-08-15 19:00:00+00:00,2024-08-15 19:00:00+00:00,short,trend,2.101144526575152,tp
SOLUSD,2024-08-15 21:00:00+00:00,2024-08-16 16:00:00+00:00,long,squeeze,-1.0826067429259523,stop
SOLUSD,2024-08-16 19:00:00+00:00,2024-08-17 18:00:00+00:00,long,squeeze,0.299269888961461,timeout
SOLUSD,2024-08-18 05:00:00+00:00,2024-08-18 10:00:00+00:00,short,squeeze,-1.156180586907461,stop
